sku,parent_sku,product_group_id,group_key,grouping_confidence,status,record_state,active,brand,catalog_line,category_primary,series,series_code,volume,work_title,product_kind,product_type,instrument,voice,transposition,register,clef,ensemble,scoring,voice_count,format,title_full,title_short,code_short,description,content_status,content_source,bullet_point_1,bullet_point_2,bullet_point_3,bullet_point_4,bullet_point_5,tags,price_net,vat_percent,price_gross,currency,price_source,stock_on_hand,stock_enabled,weight_grams,isbn13,isbn10,ean,asin,asin_source,asin_verified,fnsku,fnsku_status,amazon_seller_sku,amazon_status,amazon_product_type,amazon_product_id_type,amazon_product_id,amazon_fulfillment,amazon_quantity,amazon_title,amazon_item_name,amazon_description_html,wix_handle_id,wix_visible,wix_collections,wix_media_urls,wix_description_html,erp_category,source_title_xlsx,source_title_wix,source_title_erp,title_source,source_of_truth,sot_row,conflict_flags,conflict_notes
XW-502.10,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.10,Reserviert XW-502.10,XW-502.10,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.10,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,51,,
XW-502.11,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.11,Reserviert XW-502.11,XW-502.11,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.11,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,52,,
XW-502.12,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.12,Reserviert XW-502.12,XW-502.12,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.12,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,53,,
XW-502.13,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.13,Reserviert XW-502.13,XW-502.13,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.13,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,54,,
XW-502.14,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.14,Reserviert XW-502.14,XW-502.14,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.14,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-- FREI --,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,55,,
XW-502.15,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.15,Reserviert XW-502.15,XW-502.15,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.15,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-- FREI --,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,56,,
XW-502.16,,b8e3820a-82dd-54c1-9e63-8f1fe2c3d733,MH|CKH|2|PLAYALONG,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Playalong,Christkindl-Hits,CKH,2,Christkindl-Hits,PLAYALONG,digital,Horn,,,,,,,,PLAYALONG,Christkindl-Hits #2 - Playalongs Horn,CKH#2 PA HRN,CKH#2_PA-HRN,Christkindl-Hits #2 - Playalongs Horn ist ein Playalong-Angebot zur MusikHeroes-Ausgabe Christkindl-Hits #2.,AUTO_DRAFT,GENERATED,Reihe: Christkindl-Hits #2,Instrument: Horn,Format: PLAYALONG,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2 Playalongs HRN,,,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,57,,
XW-502.17,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.17,Reserviert XW-502.17,XW-502.17,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.17,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,58,,
XW-502.18,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.18,Reserviert XW-502.18,XW-502.18,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.18,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,59,,
XW-502.19,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.19,Reserviert XW-502.19,XW-502.19,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.19,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,60,,
XW-502.20,,6ce425e1-932e-5d86-8d13-24e556b3ac14,MH|CKH|0|RESERVED,RULE_MH,draft,RESERVED,false,MusikHeroes,MusikHeroes,Reserviert,Christkindl-Hits,CKH,,,RESERVED,physical,,,,,,,,,PHYSICAL,Reserviert - XW-502.20,Reserviert XW-502.20,XW-502.20,Reservierte Artikelnummer für eine zukünftige Produktbelegung.,AUTO_DRAFT,GENERATED,Reservierte SKU,Artikelnummer: XW-502.20,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESERVED,Produktpalette(1).xlsx:MusikHeroes,61,,
XW-510.01,,23b1cd74-3c57-56a4-adfa-0d93cb7087a8,MH|CKH|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,,Christkindl-Hits,EDITION,digital,Trompete,,,,,,,,DIGITAL,Christkindl-Hits - Trompete,Christkindl-Hits TRP,Christkindl-Hits_TRP,Christkindl-Hits - Trompete ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für Trompete eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Christkindl-Hits,Instrument: Trompete,Format: DIGITAL,,,,0.00,10.00,0.00,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,StarterKit Trompete [TIEF],,StarterKit - Trompete [TIEF],XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,4,,
XW-510.02,,23b1cd74-3c57-56a4-adfa-0d93cb7087a8,MH|CKH|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,,Christkindl-Hits,EDITION,digital,Trompete,,,,,,,,DIGITAL,Christkindl-Hits - Trompete,Christkindl-Hits TRP,Christkindl-Hits_TRP,Christkindl-Hits - Trompete ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für Trompete eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Christkindl-Hits,Instrument: Trompete,Format: DIGITAL,,,,0.00,10.00,0.00,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,StarterKit Trompete [HOCH],,StarterKit - Trompete [HOCH],XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,5,,
XW-510.03,,23b1cd74-3c57-56a4-adfa-0d93cb7087a8,MH|CKH|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,,Christkindl-Hits,EDITION,digital,Posaune,,,,,,,,DIGITAL,Christkindl-Hits - Posaune,Christkindl-Hits POS,Christkindl-Hits_POS,Christkindl-Hits - Posaune ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für Posaune eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Christkindl-Hits,Instrument: Posaune,Format: DIGITAL,,,,0.00,10.00,0.00,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,StarterKit Posaune [TIEF],,StarterKit - Posaune [TIEF],XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,6,,
XW-510.04,,23b1cd74-3c57-56a4-adfa-0d93cb7087a8,MH|CKH|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Christkindl-Hits,CKH,,Christkindl-Hits,EDITION,digital,Posaune,,,,,,,,DIGITAL,Christkindl-Hits - Posaune,Christkindl-Hits POS,Christkindl-Hits_POS,Christkindl-Hits - Posaune ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für Posaune eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Christkindl-Hits,Instrument: Posaune,Format: DIGITAL,,,,0.00,10.00,0.00,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,StarterKit Posaune [HOCH],,StarterKit - Posaune [HOCH],XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,7,,
XW-510.05,,b11de30a-5823-5f32-b17d-bfca09f27de2,MH|OW|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Ohrwürmer,OW,,Ohrwürmer,EDITION,physical,F-Tuba,,,,,,,,PHYSICAL,Ohrwürmer - F-Tuba,Ohrwürmer FTB,Ohrwürmer_FTB,Ohrwürmer - F-Tuba ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für F-Tuba eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer,Instrument: F-Tuba,Format: PHYSICAL,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StarterKit F-Tuba [TIEF],,,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,2,,
XW-510.06,,b11de30a-5823-5f32-b17d-bfca09f27de2,MH|OW|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Ohrwürmer,OW,,Ohrwürmer,EDITION,physical,F-Tuba,,,,,,,,PHYSICAL,Ohrwürmer - F-Tuba,Ohrwürmer FTB,Ohrwürmer_FTB,Ohrwürmer - F-Tuba ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für F-Tuba eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer,Instrument: F-Tuba,Format: PHYSICAL,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StarterKit F-Tuba [HOCH],,,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,3,,
XW-510.07,,b11de30a-5823-5f32-b17d-bfca09f27de2,MH|OW|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Ohrwürmer,OW,,Ohrwürmer,EDITION,digital,B-Tuba,,,,,,,,DIGITAL,Ohrwürmer - B-Tuba,Ohrwürmer BTB,Ohrwürmer_BTB,Ohrwürmer - B-Tuba ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für B-Tuba eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer,Instrument: B-Tuba,Format: DIGITAL,,,,0.00,10.00,0.00,EUR,ERP_NET,0.00,false,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,StarterKit B-Tuba [TIEF],,StarterKit - B-Tuba [TIEF],XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,4,,
XW-510.08,,b11de30a-5823-5f32-b17d-bfca09f27de2,MH|OW|0|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Ohrwürmer,OW,,Ohrwürmer,EDITION,physical,B-Tuba,,,,,,,,PHYSICAL,Ohrwürmer - B-Tuba,Ohrwürmer BTB,Ohrwürmer_BTB,Ohrwürmer - B-Tuba ist eine Ausgabe der MusikHeroes-Reihe. Die Ausgabe ist für B-Tuba eingerichtet.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer,Instrument: B-Tuba,Format: PHYSICAL,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StarterKit B-Tuba [HOCH],,,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,5,,
XW-511.01,,1446f771-7f6b-587f-a5d3-a054dc35a602,MH|OW|1|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Ohrwürmer,OW,1,Ohrwürmer,EDITION,physical,Trompete,,,,,,,,PHYSICAL,Ohrwürmer #1 - Trompete,OW#1 TRP,OW#1_TRP,"Coole Songs mit Playalongs aus der Serie MusikHeroes
→ 97 coole Songs mit Playalongs für Trompete (Schwierigkeit: 1 – sehr leicht)
→ Solostimme für Trompete, Tenorhorn oder andere Instrumente im Violinschlüssel in B
→ Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet
→ Alle Playalongs sind mit Band im Studio eingespielt und mittels QR-Code kostenlos zu beziehen",SOURCE,AMAZON,97 coole Songs mit Playalongs für Trompete (Schwierigkeit: 1 – sehr leicht),"Solostimme für Trompete, Tenorhorn oder andere Instrumente im Violinschlüssel in B","Moderne Unterrichtsliteratur - durchdacht konzipiert, spannend aufbereitet, humorvoll präsentiert und stilvoll begleitet",Alle Playalongs sind mit einer „echten“ Band im Studio eingespielt und mittels QR-Code kostenlos zu beziehen,,B2B|AMAZON,22.64,10.00,24.90,EUR,ERP_NET,1698.00,true,300.0,9783903426016,3903426016,,3903426016,DERIVED_FROM_ISBN13_BOOK,false,,MISSING_IN_REPORT,XW-511.01,Aktiv,BRASS_AND_WOODWIND_INSTRUMENTS,ISBN,9783903426016,Versand durch Amazon (EU),,"MusikHeroes - Trompeten-Notenbuch mit Playalongs (Bb) - Messing, Holz",Ohrwürmer #1 - Trompete,"<br><p><strong>Coole Songs mit Playalongs aus der Serie <em>MusikHeroes</em></strong></p> <p>→ 97 coole Songs mit Playalongs für Trompete (Schwierigkeit: 1 – sehr leicht)</p> <p>→ Solostimme für Trompete, Tenorhorn oder andere Instrumente im Violinschlüssel in Bb</p> <p>→ Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet</p> <p>→ Alle Playalongs sind mit Band im Studio eingespielt und mittels QR-Code kostenlos zu beziehen</p><br>",product_3c5ea5d7-7d3a-1d2d-1f33-71a39263a732,true,MusikHeroes-Editionen|B2B|EDU|MusikHeroes-Gesamt|MH-Trompete,4f718e_fb3a024f56294212b0ccc30feb152ecd~mv2.jpeg|4f718e_80ad15d9a51b49678040063977f7c4ff~mv2.jpg|4f718e_042c82ff8e154cbc988c6134edbf4490~mv2.jpg|4f718e_4bdc9e761be34e9a80f4af470bfa856a~mv2.jpg,<p><strong>97 Coole Songs mit Playalongs</strong></p><p>für Instrumente im Violinschlüssel&nbsp;in Bb</p>,MusikHeroes,Ohrwürmer #1 TRP,Ohrwürmer #1 - Trompete,Ohrwürmer #1 TRP,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,14,FNSKU_NOT_IN_REPORT,
XW-511.02,,1446f771-7f6b-587f-a5d3-a054dc35a602,MH|OW|1|EDITION,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Unterrichtsheft,Ohrwürmer,OW,1,Ohrwürmer,EDITION,physical,Posaune,,,,,,,,PHYSICAL,Ohrwürmer #1 - Posaune,OW#1 POS,OW#1_POS,"Coole Songs mit Playalongs aus der Serie MusikHeroes
→ 97 coole Songs mit Playalongs für Posaune (Schwierigkeit: 1 – sehr leicht)
→ Solostimme für Posaune, Euphonium oder andere Instrumente im Bassschlüssel in C
→ Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet
→ Alle Playalongs sind mit Band im Studio eingespielt und mittels QR-Code kostenlos zu beziehen",SOURCE,AMAZON,97 coole Songs mit Playalongs für Posaune (Schwierigkeit: 1 – sehr leicht),"Solostimme für Posaune, Euphonium oder andere Instrumente im Bassschlüssel in C","Moderne Unterrichtsliteratur - durchdacht konzipiert, spannend aufbereitet, humorvoll präsentiert und stilvoll begleitet",Alle Playalongs sind mit einer „echten“ Band im Studio eingespielt und mittels QR-Code kostenlos zu beziehen,,B2B|AMAZON,22.64,10.00,24.90,EUR,ERP_NET,1078.00,true,300.0,9783903426023,3903426024,,3903426024,DERIVED_FROM_ISBN13_BOOK,false,,MISSING_IN_REPORT,XW-511.02,Aktiv,DOWNLOADABLE_MUSIC_ALBUM,ISBN,9783903426023,,,Ohrwürmer #1 - Posaune [MusikHeroes],Ohrwürmer #1 - Posaune,"<br><p><strong>Coole Songs mit Playalongs aus der Serie <em>MusikHeroes</em></strong></p> <p>&rarr; 97 coole Songs mit Playalongs f&uuml;r Posaune (Schwierigkeit: 1 &ndash; sehr leicht)</p> <p>&rarr; Solostimme f&uuml;r Posaune, Euphonium oder andere Instrumente im Bassschl&uuml;ssel in C</p> <p>&rarr; Moderne Unterrichtsliteratur - durchdacht konzipiert, humorvoll präsentiert und stilvoll begleitet</p> <p>&rarr; Alle Playalongs sind mit Band im Studio eingespielt und mittels QR-Code kostenlos zu beziehen</p><br>",product_b340ac67-8bed-be59-032e-6a3a316e99da,true,MusikHeroes-Editionen|B2B|EDU|MusikHeroes-Gesamt|MH-Posaune,4f718e_6b8941ab8e1d4fc79b9b1c24b2cb10a9~mv2.jpeg|4f718e_ebd9df2a9dc6477c9a9956b109308d1f~mv2.jpg|4f718e_522e6a8586824b0caa48f2899cc99341~mv2.jpg|4f718e_3be98c7ab7b840ddaf66e33e9fdfac57~mv2.jpg,<p><strong>97 Coole Songs mit Playalongs</strong></p><p>für Instrumente im Bassschlüssel in C</p>,MusikHeroes,Ohrwürmer #1 POS,Ohrwürmer #1 - Posaune,Ohrwürmer #1 POS,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,15,FNSKU_NOT_IN_REPORT,
XW-511.03,,6d789396-a748-521b-af81-b83811382a29,MH|OW|1|ADDITIONAL_VOICE,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Zusatzstimme,Ohrwürmer,OW,1,Ohrwürmer,ADDITIONAL_VOICE,digital,,2,B,tief,,,,,DIGITAL,Ohrwürmer #1 - 2. Stimme in B (tief),OW#1 2B-t,OW#1_2B-t,Ohrwürmer #1 - 2. Stimme in B (tief) ist eine ergänzende Stimme zur MusikHeroes-Ausgabe Ohrwürmer #1.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer #1,Format: DIGITAL,Stimmung: B,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,#1 Zusatzstimme in B (tief),,ZST OW #1 - 2.Stimme B,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,16,TITLE_DRIFT,ERP title differs
XW-511.03-P,,6d789396-a748-521b-af81-b83811382a29,MH|OW|1|ADDITIONAL_VOICE,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Zusatzstimme,Ohrwürmer,OW,1,Ohrwürmer,ADDITIONAL_VOICE,digital,,2,B,tief,,,,,PRINT_AT_HOME,Ohrwürmer #1 - 2. Stimme in B (tief),OW#1 2B-t,OW#1_2B-t_P,2.Stimme in B (tief) für Trompete und andere Instrumente im Violinschlüssel in B als PRINT,SOURCE,WIX,2.Stimme in B (tief) für Trompete und andere Instrumente im Violinschlüssel in B als PRINT,,,,,B2B,9.00,10.00,9.90,EUR,ERP_NET,0.00,true,100.0,,,,,,,,,,,,,,,,,,,product_49fc4a4f-17b2-9746-4152-cf8ae7102172,true,MH-ZST physisch GESAMT|B2B|MusikHeroes-Gesamt,4f718e_20f6dd38841540db98b010c6474b9368~mv2.jpg|4f718e_994364cf9c734d41b422da87d39b024e~mv2.jpg,<p>2.Stimme in B (tief) für Trompete und andere Instrumente im Violinschlüssel in B<strong>&nbsp;</strong>als PRINT</p>,MusikHeroes_Print@Home,#1 Zusatzstimme in B (tief) 🖨️,Ohrwürmer #1 / 2.Stimme in B (tief) [PRINT],ZST OW#1_2B-tief,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,17,TITLE_DRIFT,ERP title differs
XW-511.04,,6d789396-a748-521b-af81-b83811382a29,MH|OW|1|ADDITIONAL_VOICE,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Zusatzstimme,Ohrwürmer,OW,1,Ohrwürmer,ADDITIONAL_VOICE,digital,,2,C,,,,,,DIGITAL,Ohrwürmer #1 - 2. Stimme in C,OW#1 2C,OW#1_2C,Ohrwürmer #1 - 2. Stimme in C ist eine ergänzende Stimme zur MusikHeroes-Ausgabe Ohrwürmer #1.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer #1,Format: DIGITAL,Stimmung: C,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,#1 Zusatzstimme in C,,ZST OW #1 - 2.Stimme C,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,18,TITLE_DRIFT,ERP title differs
XW-511.04-P,,6d789396-a748-521b-af81-b83811382a29,MH|OW|1|ADDITIONAL_VOICE,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Zusatzstimme,Ohrwürmer,OW,1,Ohrwürmer,ADDITIONAL_VOICE,digital,,2,C,,,,,,PRINT_AT_HOME,Ohrwürmer #1 - 2. Stimme in C,OW#1 2C,OW#1_2C_P,2.Stimme in C für Posaune und andere Instrumente im Bassschlüssel in C als PRINT,SOURCE,WIX,2.Stimme in C für Posaune und andere Instrumente im Bassschlüssel in C als PRINT,,,,,B2B,9.00,10.00,9.90,EUR,ERP_NET,0.00,true,100.0,,,,,,,,,,,,,,,,,,,product_d78883ea-c2b5-edae-39e0-27740493e594,true,MH-ZST physisch GESAMT|B2B|MusikHeroes-Gesamt,4f718e_7a9a0728937f49f49221af890ed066d0~mv2.jpg|4f718e_3e83f3c6f05c4e80a9bf9bd89e23c79d~mv2.jpg,<p>2.Stimme in C für Posaune und andere Instrumente im Bassschlüssel in C<strong>&nbsp;</strong>als PRINT</p>,MusikHeroes_Print@Home,#1 Zusatzstimme in C 🖨️,Ohrwürmer #1 / 2.Stimme in C [BS] [PRINT],ZST OW#1_2C [BS],XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,19,TITLE_DRIFT,ERP title differs
XW-511.05,,6d789396-a748-521b-af81-b83811382a29,MH|OW|1|ADDITIONAL_VOICE,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Zusatzstimme,Ohrwürmer,OW,1,Ohrwürmer,ADDITIONAL_VOICE,digital,,,C,,,,,,DIGITAL,Ohrwürmer #1 - Begleitstimme in C,OW#1 Begl-C,OW#1_Begl-C,Ohrwürmer #1 - Begleitstimme in C ist eine ergänzende Stimme zur MusikHeroes-Ausgabe Ohrwürmer #1.,AUTO_DRAFT,GENERATED,Reihe: Ohrwürmer #1,Format: DIGITAL,Stimmung: C,,,,5.00,10.00,5.50,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,MusikHeroes_Noten digital,#1 Begleitstimme in C,,ZST OW #1 - Begl. C,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,20,TITLE_DRIFT,ERP title differs
XW-511.05-P,,6d789396-a748-521b-af81-b83811382a29,MH|OW|1|ADDITIONAL_VOICE,RULE_MH,live,ACTIVE,true,MusikHeroes,MusikHeroes,Zusatzstimme,Ohrwürmer,OW,1,Ohrwürmer,ADDITIONAL_VOICE,digital,,,C,,,,,,PRINT_AT_HOME,Ohrwürmer #1 - Begleitstimme in C,OW#1 Begl-C,OW#1_Begl-C_P,"Begleitstimme in C (""Leadsheet"") für Klavier, Gitarre, Akkordeon, Diat. Harmonika u.v.m. als PRINT",SOURCE,WIX,"Begleitstimme in C (""Leadsheet"") für Klavier, Gitarre, Akkordeon, Diat. Harmonika u.v.m. als PRINT",,,,,B2B,9.00,10.00,9.90,EUR,ERP_NET,0.00,true,100.0,,,,,,,,,,,,,,,,,,,product_78b5303f-7435-891a-88d7-0b0e8a6c5a2e,true,MH-ZST physisch GESAMT|B2B|MusikHeroes-Gesamt,4f718e_7837eac2ccc24756a52991bae3f715ae~mv2.jpg|4f718e_509122f2624348f38aae52a9f4bc22ca~mv2.jpg,"<p>Begleitstimme in C (""Leadsheet"") für Klavier, Gitarre, Akkordeon, Diat. Harmonika u.v.m. als PRINT</p>",MusikHeroes_Print@Home,#1 Begleitstimme in C 🖨️,Ohrwürmer #1 / Begleitstimme in C [PRINT],ZST OW#1_LS,XLSX_SOT,Produktpalette(1).xlsx:MusikHeroes,21,TITLE_DRIFT,ERP title differs
